name,coin,mse,mape,accuracy,mae,timestamp
bitcoin_weight_12.pkl,bitcoin,10498128.555171505,2.7754578529983984,53.80806099828814,2869.546084441529,2025-06-30 11:35:57.058849
bitcoin_weight_12.pkl,bitcoin,10498128.555171503,2.7754578529983984,53.80806099828814,2869.546084441529,2025-07-01 09:53:36.228258
bitcoin_weight_12.pkl,bitcoin,10498128.555171503,2.7754578529983984,53.80806099828814,2869.546084441529,2025-07-03 04:27:08.218847
bitcoin_weight_24.pkl,bitcoin,11558286.982228223,2.8403618567785958,41.867420145841194,2972.191461197595,2025-07-03 06:50:00.577278
