coin,mse,r2,mae,timestamp
bitcoin,11947541.536187865,0.8601834471065612,2856.940112662409,2025-06-18 04:21:12.136453
bitcoin,11947541.536187865,0.8601834471065612,2856.940112662409,2025-06-18T05:37:22.264165
