coin,timestamp,price,market_cap,volume,price_change_24h,price_change_percentage_24h
ethereum,2024-07-01,3435.3183276337395,412683392973.9106,7498532249.327012,,
ethereum,2024-07-02,3438.009078999906,413087026853.5596,11834316021.632442,2.690751366166296,0.0783261144832448
ethereum,2024-07-03,3417.8984255478363,410850514007.5913,8478511086.945243,-20.110653452069528,-0.5849505626645868
ethereum,2024-07-04,3295.808464429979,395971730267.60034,15473856746.245096,-122.08996111785746,-3.5720769290646293
ethereum,2024-07-05,3069.0434008340803,369571668593.03217,19209988737.68869,-226.76506359589848,-6.880407828405716
ethereum,2024-07-06,2984.398102498264,358878418412.549,31755421068.593773,-84.64529833581628,-2.75803523380647
ethereum,2024-07-07,3066.247437954064,368279414918.9943,9871087552.273798,81.84933545579997,2.7425743029149907
ethereum,2024-07-08,2928.6012310061665,350977454882.58325,10243406181.924892,-137.64620694789755,-4.489076949371744
ethereum,2024-07-09,3016.0833537946064,362836336467.4191,20819810746.374283,87.48212278843994,2.9871640379794586
ethereum,2024-07-10,3064.0923605197886,368733224976.19775,14902982165.592142,48.00900672518219,1.5917665758401838
ethereum,2024-07-11,3099.7101861313545,372867773189.4008,14523237728.597153,35.61782561156588,1.1624266314715042
ethereum,2024-07-12,3102.0902302291074,372384838887.21234,14058546522.739754,2.380044097752944,0.0767827943528939
ethereum,2024-07-13,3132.980838609695,376300269815.6458,12435435678.40964,30.890608380587764,0.9957998023257472
ethereum,2024-07-14,3173.5042341380185,381711250543.1549,7830621980.637015,40.52339552832336,1.2934453677126925
ethereum,2024-07-15,3252.654184707363,391583812600.5758,9867236520.521011,79.14995056934458,2.494086811604433
ethereum,2024-07-16,3488.538758027717,419316550609.6248,18368344859.43064,235.88457332035432,7.252064311951334
ethereum,2024-07-17,3446.7658893041003,414703698412.0949,21040427365.58812,-41.7728687236172,-1.197431693355585
ethereum,2024-07-18,3389.441287038116,407908628077.6722,16978839263.794697,-57.32460226598414,-1.663141742346706
ethereum,2024-07-19,3428.5520187667257,412233122047.3164,14884776298.264118,39.11073172860961,1.1538990770595927
ethereum,2024-07-20,3505.222536388452,421392010127.0308,17784761899.551624,76.6705176217265,2.2362360903978766
ethereum,2024-07-21,3522.8013028122487,423550664963.5061,9427844289.70798,17.578766423796424,0.5015021511846267
ethereum,2024-07-22,3533.118349531153,424780865928.9678,13378492000.408422,10.317046718904294,0.2928648490809915
ethereum,2024-07-23,3443.073350817144,413961610216.0809,18304154013.68757,-90.04499871400913,-2.54859842795694
ethereum,2024-07-24,3482.9837705931927,418879212976.8973,25079221799.23048,39.91041977604891,1.1591510174064976
ethereum,2024-07-25,3336.380253038244,401152738546.7264,15765758234.562634,-146.60351755494912,-4.209135821783655
ethereum,2024-07-26,3173.7633983274727,381782355331.5728,25890826733.28285,-162.6168547107709,-4.874050389270988
ethereum,2024-07-27,3278.1869575279507,394189879099.2592,15169277359.834238,104.42355920047794,3.290212473163804
ethereum,2024-07-28,3254.611672582785,391424161950.5181,14496971021.239912,-23.57528494516555,-0.719156205872512
ethereum,2024-07-29,3272.8501306701373,393579006059.7797,7818233563.235541,18.238458087352228,0.5603881483310298
ethereum,2024-07-30,3316.942188773212,399239444647.5382,18452148650.905613,44.09205810307458,1.3472067568839898
ethereum,2024-07-31,3276.981779516743,393942961780.88654,13805865977.524103,-39.96040925646912,-1.204736380143203
ethereum,2024-08-01,3233.076804863122,388633791826.8701,16143420325.47769,-43.90497465362069,-1.3397991691029592
ethereum,2024-08-02,3204.2465237463616,385340171208.7556,17786413332.129932,-28.83028111676049,-0.891728927484637
ethereum,2024-08-03,2983.300976694291,358543505038.73834,18785849199.903355,-220.94554705207065,-6.895397885732716
ethereum,2024-08-04,2906.7150241765007,349395441871.3061,17701956694.58319,-76.58595251779025,-2.5671547428866166
ethereum,2024-08-05,2682.4373928187924,323403607818.7498,22171247833.139385,-224.2776313577083,-7.715845189235508
ethereum,2024-08-06,2415.6311394312143,291245061884.5607,73571034926.63428,-266.8062533875782,-9.946411204296906
ethereum,2024-08-07,2455.51137665051,295168597349.07764,27613148149.79636,39.88023721929585,1.650924123651017
ethereum,2024-08-08,2341.590346028249,282098261495.40393,24968091142.09198,-113.92103062226124,-4.639401458512382
ethereum,2024-08-09,2685.012750687489,322827381254.3183,24290512619.83932,343.4224046592403,14.666203473282396
ethereum,2024-08-10,2602.184071276188,312353537574.9063,18077335701.97768,-82.82867941130144,-3.0848523676505226
ethereum,2024-08-11,2608.0357436286963,313697482213.2365,8849019546.648287,5.851672352508558,0.2248754197330369
ethereum,2024-08-12,2558.790870730736,307740266021.366,12624674028.077477,-49.24487289796025,-1.88819777559656
ethereum,2024-08-13,2726.777988551933,328070186437.41003,22670968464.84676,167.987117821197,6.565097591317552
ethereum,2024-08-14,2703.550558764125,325002180894.27686,16366799383.61909,-23.227429787807523,-0.8518269505374197
ethereum,2024-08-15,2662.780395092489,320231285058.06165,15887432311.728333,-40.77016367163651,-1.5080229788738917
ethereum,2024-08-16,2569.8604812159274,309002097789.9878,15498476343.410463,-92.91991387656162,-3.489582319586446
ethereum,2024-08-17,2592.249006212312,311786461030.4448,12841847017.271076,22.388524996384604,0.8711961275731005
ethereum,2024-08-18,2613.139261446099,314212508914.4149,5483825246.098839,20.89025523378723,0.8058737869596568
ethereum,2024-08-19,2614.601280626372,314682052511.7037,8617702421.12827,1.462019180272364,0.0559487663685895
ethereum,2024-08-20,2640.5904207330605,317616756579.9527,11730843561.162949,25.989140106688865,0.9940001291693212
ethereum,2024-08-21,2575.643435503567,309867213669.31934,12823659998.035198,-64.9469852294933,-2.4595630098310823
ethereum,2024-08-22,2630.2988017642488,316360729845.1586,11246256658.90509,54.6553662606816,2.12200825266778
