coin,timestamp,price,market_cap,volume,price_change_24h,price_change_percentage_24h
solana,2024-07-01,146.42869641202853,67675125124.59939,1780441975.6133604,,
solana,2024-07-02,146.34737782842973,67673065514.69488,2006890597.1463184,-0.0813185835988008,-0.0555345950564105
solana,2024-07-03,153.63922449411186,71136229946.13242,2426999726.934943,7.2918466656821295,4.982560517230942
solana,2024-07-04,140.7242009904032,65082723830.858505,3214187013.5043983,-12.915023503708651,-8.406071786833065
solana,2024-07-05,127.93484525812944,59426641950.27212,3791021538.334176,-12.789355732273776,-9.088241853400865
solana,2024-07-06,134.41985405373308,62269271952.277084,5884811589.169382,6.485008795603648,5.068993347761577
solana,2024-07-07,143.1010931430681,66217813182.98343,2489336508.5500417,8.681239089335037,6.458301231204129
solana,2024-07-08,131.85304400674195,61059941285.76865,2189333148.679756,-11.24804913632616,-7.86021188886426
solana,2024-07-09,139.3176879675135,64537904951.41,4080257370.582092,7.464643960771554,5.661336085945705
solana,2024-07-10,141.45706675192378,65737860357.99464,2918129762.127563,2.139378784410269,1.535611748674106
solana,2024-07-11,141.92265716309768,65837743099.40003,2267417219.9193945,0.4655904111739062,0.3291390256171661
solana,2024-07-12,136.0741315804191,63095416379.09987,2968505762.681664,-5.848525582678576,-4.120924522965662
solana,2024-07-13,139.36219270413474,64601740344.9905,2492119021.139762,3.288061123715636,2.416374872671819
solana,2024-07-14,141.6752437311082,65828079252.62245,1319666582.8903584,2.3130510269734543,1.6597406958744187
solana,2024-07-15,147.95483971650256,68729116144.65176,2482805432.3753552,6.279595985394366,4.432387635282769
solana,2024-07-16,159.92387112565993,74102104615.57973,3109645281.746366,11.969031409157369,8.089651837068205
solana,2024-07-17,160.78254302928178,74732938819.62112,3487082045.509735,0.858671903621854,0.5369254118086936
solana,2024-07-18,155.40160618387858,72209875941.80649,2719714237.7638583,-5.380936845403198,-3.346717090065692
solana,2024-07-19,159.01459142432648,73852444296.54735,2617149109.5042167,3.612985240447898,2.3249342971222844
solana,2024-07-20,169.216310530705,78561627383.88539,4472680911.645818,10.201719106378505,6.415586780432917
solana,2024-07-21,174.10164864661212,80854762308.1409,2111299630.434342,4.885338115907132,2.8870373668977183
solana,2024-07-22,184.4512499631257,85429935644.31656,4015804659.367477,10.3496013165136,5.94457398707407
solana,2024-07-23,178.98087466888327,83131628699.86516,3355000351.4047484,-5.470375294242444,-2.9657566947017417
solana,2024-07-24,173.0332556528894,80374938686.50865,3948271727.5033097,-5.947619015993865,-3.3230472401015088
solana,2024-07-25,178.01893576386516,82711015097.19257,3972470238.30037,4.98568011097575,2.8813421397891243
solana,2024-07-26,171.69638408630425,79757334803.65512,5008783465.490734,-6.322551677560909,-3.551617500931202
solana,2024-07-27,183.08447393423776,85018101278.7471,3292350432.042273,11.388089847933514,6.632690553465133
solana,2024-07-28,184.66861277323875,85827248193.04897,4036791400.471603,1.5841388390009854,0.865250233927533
solana,2024-07-29,184.7883591568644,85867074048.95665,2337276737.241032,0.1197463836255963,0.0648439287149664
solana,2024-07-30,182.5435212575425,84999082716.62422,4625426991.760574,-2.244837899321851,-1.214815646161043
solana,2024-07-31,179.0391933974778,83221052241.06827,3282604319.003352,-3.5043278600647056,-1.919721848205506
solana,2024-08-01,171.97399127813304,79950614578.09938,3584555338.835737,-7.065202119344747,-3.946176245141796
solana,2024-08-02,167.8878366549297,78136018435.09514,5413794223.966175,-4.086154623203328,-2.3760305804584143
solana,2024-08-03,152.41068415516077,70897108855.05199,5270915155.685125,-15.477152499768948,-9.218745567363584
solana,2024-08-04,143.12748726015352,66539693653.10327,4326247996.572523,-9.28319689500725,-6.090909535946016
solana,2024-08-05,137.55503532710202,64069506751.66353,5254540267.45,-5.5724519330514966,-3.8933485382320825
solana,2024-08-06,129.6977057929065,60385581799.65134,16968925434.656973,-7.857329534195514,-5.712135157765039
solana,2024-08-07,143.64341390089055,66888724877.82549,6966233301.523892,13.945708107984046,10.752470926703756
solana,2024-08-08,145.14244971442133,67833484660.8793,6502915916.986337,1.4990358135307815,1.0435813051373657
solana,2024-08-09,163.04650728359596,75605989422.61879,6758056552.040139,17.904057569174626,12.335507361493626
solana,2024-08-10,156.48102610362196,72748882742.7244,3855610171.4743857,-6.565481179974,-4.026753647997064
solana,2024-08-11,153.89246804945327,71780208858.93105,2125943908.7761607,-2.5885580541686863,-1.654231262807888
solana,2024-08-12,141.4712879882643,65970515368.13464,3023585724.110306,-12.421180061189006,-8.07133722567726
solana,2024-08-13,146.52219296049833,68410924515.65011,4393744279.483663,5.050904972234065,3.5702685994157783
solana,2024-08-14,146.771846931375,68523383455.0084,2815066563.4095407,0.2496539708766647,0.1703864553433009
solana,2024-08-15,143.8673185637519,67161503325.74234,3299796280.89426,-2.904528367623101,-1.9789410764730304
solana,2024-08-16,142.88162536670714,66618864444.49498,3650888706.8002696,-0.9856931970447532,-0.6851404522479949
solana,2024-08-17,139.1231866703018,64863103906.70795,3346024393.6814594,-3.758438696405335,-2.6304562862854226
solana,2024-08-18,141.68880938274887,66056074283.6682,1510724675.0982163,2.565622712447066,1.8441373963975924
solana,2024-08-19,142.46608358914975,66473085149.04257,2449782934.9464426,0.7772742064008753,0.5485784020537555
solana,2024-08-20,144.57380160342618,67367254143.214,2725980607.722537,2.107718014276429,1.479452485234846
solana,2024-08-21,142.51583020843475,66476153688.20832,2571440736.573612,-2.0579713949914265,-1.4234746352154135
solana,2024-08-22,142.5238693684667,66440969750.35696,2339708556.8118854,0.0080391600319558,0.0056408891701351
