id,date,price,coin,version,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,price_diff,pct_change_1,pct_change_7,day_of_week,day_of_month,month,is_weekend,exp_moving_avg_10,volatility_10,target
49,2024-08-18,141.69,solana,1,139.12,142.88,143.87,153.89,143.13,141.23,1.9217439996016723,143.1885714285714,2.7760008919982977,146.77,139.12,2.569999999999993,0.018473260494537014,-0.07927740593930721,6,18,8,1,145.44420587925967,7.742926808097751,142.47
50,2024-08-19,142.47,solana,1,141.69,139.12,142.88,141.47,137.56,141.09333333333333,1.7528928470783327,143.33142857142857,2.697439703195498,146.77,139.12,0.7800000000000011,0.005504975651069222,0.007068636460026756,0,19,8,0,144.9034411739397,5.615126791880352,144.57
51,2024-08-20,144.57,solana,1,142.47,141.69,139.12,146.52,129.7,142.91,1.4895636945108182,143.05285714285714,2.3972533886759053,146.77,139.12,2.0999999999999943,0.014739945251631914,-0.013308763308763405,1,20,8,0,144.84281550595065,4.086123536502467,142.52
52,2024-08-21,142.52,solana,1,144.57,142.47,141.69,146.77,143.64,143.18666666666667,1.1982626312031903,142.44571428571427,1.749636696980983,144.57,139.12,-2.049999999999983,-0.01417998201563242,-0.02895687129522384,2,21,8,0,144.42048541395963,2.335921421814736,142.52
53,2024-08-22,142.52,solana,1,142.52,144.57,142.47,143.87,145.14,143.20333333333335,1.1835680518406928,142.25285714285715,1.637271249014954,144.57,139.12,0.0,0.0,-0.009383471189268078,3,22,8,0,144.0749426114215,2.272864321121323,143.25
54,2024-08-23,143.25,solana,1,142.52,142.52,144.57,142.88,163.05,142.76333333333332,0.4214656965140121,142.3057142857143,1.6666019035017858,144.57,139.12,0.7299999999999898,0.005122088127981872,0.0025895856662934147,4,23,8,0,143.9249530457085,1.9723713871614088,152.93
55,2024-08-24,152.93,solana,1,143.25,142.52,142.52,139.12,156.48,146.23333333333335,5.8109580391995355,144.27857142857144,3.918904730369084,152.93,141.69,9.680000000000007,0.06757417102966845,0.09926682001150078,5,24,8,1,145.56223431012512,3.590551799128682,160.64
56,2024-08-25,160.64,solana,1,152.93,143.25,142.52,141.69,153.89,152.27333333333334,8.713577527820414,146.98571428571427,7.092744784032819,160.64,142.47,7.7099999999999795,0.05041522265088583,0.13374267767661796,6,25,8,1,148.30364625373872,6.487575219003304,158.63
57,2024-08-26,158.63,solana,1,160.64,152.93,143.25,142.47,141.47,157.4,3.999462463882244,149.2942857142857,7.955431807142371,160.64,142.52,-2.009999999999991,-0.012512450199203107,0.11342738822208176,0,26,8,0,150.1811651166953,7.6529982505045275,157.04
58,2024-08-27,157.04,solana,1,158.63,160.64,152.93,144.57,146.52,158.76999999999998,1.804078712252588,151.07571428571427,8.115788844679654,160.64,142.52,-1.5900000000000034,-0.01002332471789702,0.08625579304143316,1,27,8,0,151.42822600456887,7.743523745685983,146.82
