id,date,price,coin,version,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_3,rolling_std_3,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,price_diff,pct_change_1,pct_change_7,day_of_week,day_of_month,month,is_weekend,exp_moving_avg_10,volatility_10,target
201,2025-01-17,100044.58,bitcoin,1,100313.15,96574.08,94456.35,92376.28,96852.15,98977.27,2085.5512684423775,96448.44428571429,2655.978577924087,100313.15,94454.77,-268.56999999999243,-0.0026773159849928785,0.08301156963670753,4,17,1,0,97063.4459652112,2554.106595021423,104160.69
202,2025-01-18,104160.69,bitcoin,1,100044.58,100313.15,96574.08,94736.63,98084.34,101506.14,2302.826358651834,97794.73857142856,3790.0352003832654,104160.69,94454.77,4116.110000000001,0.04114275855823468,0.09947641160552156,5,18,1,1,98353.85397153642,3650.704232219027,104334.62
203,2025-01-19,104334.62,bitcoin,1,104160.69,100044.58,100313.15,94559.55,98256.74,102846.63,2428.2042877611498,99191.17714285714,4180.102074940344,104334.62,94454.77,173.92999999999302,0.0016698238078107774,0.10337475167764643,6,19,1,1,99441.26597671161,4311.391837523612,101275.34
204,2025-01-20,101275.34,bitcoin,1,104334.62,104160.69,100044.58,94454.77,98364.59,103256.88333333332,1718.2690120103334,100165.54428571429,3653.855567072329,104334.62,94456.35,-3059.279999999999,-0.02932181091952024,0.07220990533352611,0,20,1,0,99774.73398094586,4021.821019146357,101764.91
205,2025-01-21,101764.91,bitcoin,1,101275.34,104334.62,104160.69,94456.35,102229.39,102458.29,1643.2834198340895,101209.62428571428,2659.458372217721,104334.62,96574.08,489.570000000007,0.004834049433949161,0.07737499913981427,1,21,1,0,100136.58416622842,3905.256525408727,106182.24
206,2025-01-22,106182.24,bitcoin,1,101764.91,101275.34,104334.62,96574.08,96952.1,103074.16333333333,2702.780997534758,102582.21857142857,2326.9022220636652,106182.24,100044.58,4417.330000000002,0.04340720195202841,0.09949004950396634,2,22,1,0,101235.79431782325,4097.594037551482,103673.54
207,2025-01-23,103673.54,bitcoin,1,106182.24,101764.91,101275.34,100313.15,95016.71,103873.56333333334,2215.4476032249063,103062.27428571429,2118.0171372911886,106182.24,100044.58,-2508.7000000000116,-0.02362636162130327,0.03349899788811328,3,23,1,0,101679.02080549175,3633.090668290676,104067.61
208,2025-01-24,104067.61,bitcoin,1,103673.54,106182.24,101764.91,100044.58,92376.28,104641.13,1349.1063024468012,103636.99285714285,1658.7189135558226,106182.24,101275.34,394.070000000007,0.003801066308722678,0.040212373323972095,4,24,1,0,102113.30974994779,2804.846494374162,104835.19
209,2025-01-25,104835.19,bitcoin,1,104067.61,103673.54,106182.24,104160.69,94736.63,104192.11333333333,590.7482464087291,103733.35,1712.9173655873415,106182.24,101275.34,767.5800000000017,0.007375781955595961,0.006475571542392755,5,25,1,1,102608.1970681391,2071.7011016391875,104796.04
210,2025-01-26,104796.04,bitcoin,1,104835.19,104067.61,103673.54,104334.62,94559.55,104566.28000000001,432.30429942536296,103799.26714285715,1748.422352823966,106182.24,101275.34,-39.15000000000873,-0.00037344330658439784,0.004422501371069254,6,26,1,1,103005.9866921138,1886.796911694736,102552.25
211,2025-01-27,102552.25,bitcoin,1,104796.04,104835.19,104067.61,101275.34,94454.77,104061.15999999999,1306.9009991968167,103981.68285714285,1488.5003317392463,106182.24,101764.91,-2243.7899999999936,-0.02141101896598374,0.012608301290323976,0,27,1,0,102923.48911172946,1501.9209313112317,101958.47
212,2025-01-28,101958.47,bitcoin,1,102552.25,104796.04,104835.19,101764.91,94456.35,103102.25333333334,1496.6057016579032,104009.3342857143,1441.5128384302645,106182.24,101958.47,-593.7799999999988,-0.005790024109661118,0.0019020308670247843,1,28,1,0,102748.03109141502,1595.8476314791003,101313.11
213,2025-01-29,101313.11,bitcoin,1,101958.47,102552.25,104796.04,106182.24,96574.08,101941.27666666667,619.7488950655168,103313.7442857143,1392.1771677936122,104835.19,101313.11,-645.3600000000006,-0.0063296359782566425,-0.04585635036518354,2,29,1,0,102487.13634752137,1711.3844885610704,103718.98
214,2025-01-30,103718.98,bitcoin,1,101313.11,101958.47,102552.25,103673.54,100313.15,102330.18666666666,1245.2640581157664,103320.23571428572,1394.2388399383055,104835.19,101313.11,2405.8699999999953,0.02374687737845571,0.0004382989140720994,3,30,1,0,102711.1079206993,1567.8289261632215,104781.51
215,2025-01-31,104781.51,bitcoin,1,103718.98,101313.11,101958.47,104067.61,100044.58,103271.2,1777.0283723963605,103422.22142857143,1481.404641461916,104835.19,101313.11,1062.5299999999988,0.010244315939088366,0.006859963441074424,4,31,1,0,103087.54466239034,1488.0107497605768,102382.39
216,2025-02-01,102382.39,bitcoin,1,104781.51,103718.98,101313.11,104835.19,104160.69,103627.62666666666,1202.1660730677002,103071.82142857143,1377.9614391356706,104796.04,101313.11,-2399.1199999999953,-0.022896406054846885,-0.023396723943553743,5,1,2,1,102959.3347237739,1279.1597349074705,100674.79
217,2025-02-02,100674.79,bitcoin,1,102382.39,104781.51,103718.98,104796.04,104334.62,102612.89666666667,2063.0407853784645,102483.07142857143,1398.7560197349517,104781.51,100674.79,-1707.6000000000058,-0.016678649521660982,-0.039326390577353876,6,2,2,1,102543.96295581502,1535.736382558569,97568.32
218,2025-02-03,97568.32,bitcoin,1,100674.79,102382.39,104781.51,102552.25,101275.34,100208.5,2440.673526775254,101771.08142857144,2321.658818807069,104781.51,97568.32,-3106.4699999999866,-0.030856483534755674,-0.04859893371427726,0,3,2,0,101639.30060021229,2279.6184910354345,101466.86
219,2025-02-04,101466.86,bitcoin,1,97568.32,100674.79,102382.39,101958.47,101764.91,99903.32333333332,2060.5883010040793,101700.85142857142,2322.4810173701367,104781.51,97568.32,3898.5399999999936,0.0399570270350047,-0.0048216690579997445,1,4,2,0,101607.94776381005,2133.5263724106494,98118.44
220,2025-02-05,98118.44,bitcoin,1,101466.86,97568.32,100674.79,101313.11,106182.24,99051.20666666667,2110.0222211471723,101244.46999999999,2695.3307968281483,104781.51,97568.32,-3348.4199999999983,-0.033000134231018885,-0.031532641728202804,2,5,2,0,100973.49180675368,2245.406645337819,96582.89
221,2025-02-06,96582.89,bitcoin,1,98118.44,101466.86,97568.32,103718.98,103673.54,98722.73,2497.431789519286,100225.02857142857,2941.6874748536834,104781.51,96582.89,-1535.550000000003,-0.015649963452333715,-0.06880216137875628,3,6,2,0,100175.20056916209,2673.5134315815917,96635.42
222,2025-02-07,96635.42,bitcoin,1,96582.89,98118.44,101466.86,104781.51,104067.61,97112.25,871.7818461641798,99061.30142857143,2400.176793636431,102382.39,96582.89,52.529999999998836,0.0005438851539854017,-0.07774358281341809,4,7,2,0,99531.60410204169,2945.7986669996853,96558.46
223,2025-02-08,96558.46,bitcoin,1,96635.42,96582.89,98118.44,102382.39,104835.19,96592.25666666667,39.32570704677386,98229.31142857143,2039.3718902668813,101466.86,96558.46,-76.95999999999185,-0.0007963953589686934,-0.0568840989158389,5,8,2,1,98991.032447125,3145.4098538103217,96558.24
224,2025-02-09,96558.24,bitcoin,1,96558.46,96635.42,96582.89,100674.79,104796.04,96584.04,44.496521228008795,97641.23285714285,1795.619005325684,101466.86,96558.24,-0.22000000000116415,-2.2784124767971647e-06,-0.040889581195053815,6,9,2,1,98548.70654764773,2977.030332606694,96548.58
225,2025-02-10,96548.58,bitcoin,1,96558.24,96558.46,96635.42,97568.32,102552.25,96555.09333333334,5.641784711112058,97495.55571428571,1843.2537736997044,101466.86,96548.58,-9.660000000003492,-0.00010004324850998447,-0.010451548207450978,0,10,2,0,98185.04717534814,2303.5099169810896,97399.98
226,2025-02-11,97399.98,bitcoin,1,96548.58,96558.24,96558.46,101466.86,101958.47,96835.59999999999,488.7912818385853,96914.57285714286,613.8127117886496,98118.44,96548.58,851.3999999999942,0.00881835859211999,-0.04008086975392755,1,11,2,0,98042.3076889212,1810.8060305394215,95739.98
227,2025-02-12,95739.98,bitcoin,1,97399.98,96548.58,96558.24,98118.44,101313.11,96562.84666666668,830.0919547464201,96574.79285714286,480.0721151590383,97399.98,95739.98,-1660.0,-0.017043124649512298,-0.024240703378488382,2,12,2,0,97623.70265457188,1604.3592078248296,97836.19
228,2025-02-13,97836.19,bitcoin,1,95739.98,97399.98,96548.58,96582.89,103718.98,96992.05,1106.042157741475,96753.83571428573,676.9389669618679,97836.19,95739.98,2096.2100000000064,0.0218948238760861,0.012976418494000441,3,13,2,0,97662.33671737698,1611.2297982190453,96561.66
229,2025-02-14,96561.66,bitcoin,1,97836.19,95739.98,97399.98,96635.42,104781.51,96712.61,1056.2260732917991,96743.29857142856,679.6580260276339,97836.19,95739.98,-1274.5299999999988,-0.013027183499275674,-0.0007632812068286698,4,14,2,0,97462.21367785388,713.168220581012,97488.48
230,2025-02-15,97488.48,bitcoin,1,96561.66,97836.19,95739.98,96558.46,102382.39,97295.44333333334,658.8277819238796,96876.15857142858,726.7711470220872,97836.19,95739.98,926.8199999999924,0.00959821941752037,0.009631678052860249,5,15,2,1,97466.98937278953,609.3285407853189,97569.95
231,2025-02-16,97569.95,bitcoin,1,97488.48,96561.66,97836.19,96558.24,100674.79,97206.69666666666,560.1013892454978,97020.68857142857,753.1300997462682,97836.19,95739.98,81.47000000000116,0.0008356884833982114,0.010477717903723205,6,16,2,1,97485.70948682778,650.4340184335226,96149.35
232,2025-02-17,96149.35,bitcoin,1,97569.95,97488.48,96561.66,96548.58,97568.32,97069.26000000001,797.7061779260573,96963.6557142857,807.96089614005,97836.19,95739.98,-1420.5999999999913,-0.01455981067941503,-0.004135016796725455,0,17,2,0,97242.73503467726,688.5901278691875,95776.16
233,2025-02-18,95776.16,bitcoin,1,96149.35,97569.95,97488.48,97399.98,101466.86,96498.48666666668,946.489804506485,96731.68142857144,890.6820946763839,97836.19,95739.98,-373.1900000000023,-0.0038813574922763605,-0.016671666667693263,1,18,2,0,96976.0850283723,764.51868976428,95495.89
234,2025-02-19,95495.89,bitcoin,1,95776.16,96149.35,97569.95,95739.98,98118.44,95807.13333333335,327.8292290732006,96696.81142857144,939.4222405165344,97836.19,95495.89,-280.2700000000041,-0.002926302328262076,-0.002549509619701129,2,19,2,0,96706.95865957733,863.5120762933375,96554.87
235,2025-02-20,96554.87,bitcoin,1,95495.89,95776.16,96149.35,97836.19,96582.89,95942.30666666666,548.6922600463105,96513.7657142857,793.9887259220767,97569.95,95495.89,1058.979999999996,0.011089273056672955,-0.01309658522066326,3,20,2,0,96679.30617601781,863.4269185100521,98384.32
236,2025-02-21,98384.32,bitcoin,1,96554.87,95495.89,95776.16,96561.66,96635.42,96811.69333333334,1461.2411281629008,96774.14571428571,1064.9416137163294,98384.32,95495.89,1829.4500000000116,0.0189472576577443,0.018875607565155716,4,21,2,0,96989.30868946911,1002.4294285069017,96135.16
237,2025-02-22,96135.16,bitcoin,1,98384.32,96554.87,95495.89,97488.48,96558.46,97024.78333333333,1195.9490298648986,96580.8142857143,1036.0979543579417,98384.32,95495.89,-2249.1600000000035,-0.022860959957846982,-0.013881845321621511,5,22,2,1,96834.00892774746,965.0308422008596,96564.15
